time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:46:28    51.4886;  30.1968;  303.347;
10:46:31    51.4897;  30.2024;  303.352;
10:46:34    51.4885;  30.1958;  303.346;
10:46:38    51.4896;  30.202;  303.352;
10:46:41    51.4888;  30.1976;  303.348;
10:46:45    51.4891;  30.1993;  303.349;
10:46:48    51.489;  30.199;  303.349;
10:46:52    51.4887;  30.197;  303.347;
10:46:55    51.4881;  30.1935;  303.344;
10:46:59    51.4882;  30.1945;  303.345;
10:47:02    51.4875;  30.1904;  303.34;
10:47:05    51.4885;  30.1959;  303.346;
10:47:09    51.4905;  30.207;  303.357;
10:47:12    51.4897;  30.2027;  303.353;
10:47:16    51.4884;  30.1954;  303.345;
10:47:19    51.4876;  30.1909;  303.341;
10:47:23    51.4899;  30.2035;  303.354;
10:47:26    51.4877;  30.1914;  303.341;
10:47:29    51.487;  30.1879;  303.338;
10:47:33    51.489;  30.199;  303.349;
10:47:36    51.4872;  30.1887;  303.339;
10:47:40    51.4898;  30.2032;  303.353;
10:47:43    51.4897;  30.2026;  303.353;
10:47:46    51.4859;  30.1815;  303.332;
10:47:50    51.4879;  30.1924;  303.342;
10:47:53    51.4888;  30.1975;  303.347;
10:47:57    51.4902;  30.2054;  303.355;
10:48:00    51.4892;  30.1998;  303.35;
10:48:04    51.4897;  30.2028;  303.353;
10:48:07    51.4889;  30.1982;  303.348;
10:48:10    51.49;  30.2042;  303.354;
10:48:14    51.4899;  30.2037;  303.354;
10:48:17    51.4885;  30.1957;  303.346;
10:48:21    51.4882;  30.1946;  303.345;
10:48:24    51.488;  30.1932;  303.343;
10:48:28    51.4903;  30.2056;  303.356;
10:48:31    51.4884;  30.1954;  303.345;
10:48:34    51.488;  30.1931;  303.343;
10:48:38    51.4856;  30.1799;  303.33;
10:48:41    51.4872;  30.1885;  303.339;
10:48:44    51.488;  30.193;  303.343;
10:48:48    51.4888;  30.1978;  303.348;
10:48:51    51.4889;  30.1984;  303.348;
10:48:55    51.4874;  30.19;  303.34;
10:48:58    51.4874;  30.1897;  303.34;
10:49:02    51.4874;  30.1899;  303.34;
10:49:05    51.4895;  30.2016;  303.352;
10:49:08    51.4883;  30.1946;  303.345;
10:49:12    51.489;  30.1985;  303.348;
