time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:55:40    47.8279;  10.0267;  283.177;
13:55:43    47.8273;  10.0233;  283.173;
13:55:47    47.8278;  10.0261;  283.176;
13:55:50    47.828;  10.0271;  283.177;
13:55:54    47.8275;  10.0242;  283.174;
13:55:57    47.8272;  10.023;  283.173;
13:56:00    47.8282;  10.0281;  283.178;
13:56:04    47.828;  10.027;  283.177;
13:56:07    47.8287;  10.0312;  283.181;
13:56:11    47.8271;  10.0224;  283.172;
13:56:14    47.8277;  10.0258;  283.176;
13:56:17    47.8275;  10.0242;  283.174;
13:56:21    47.8275;  10.0245;  283.175;
13:56:24    47.8282;  10.0282;  283.178;
13:56:28    47.8262;  10.0172;  283.167;
13:56:31    47.8279;  10.0267;  283.177;
13:56:35    47.8283;  10.0288;  283.179;
13:56:38    47.8271;  10.0222;  283.172;
13:56:41    47.8273;  10.0231;  283.173;
13:56:45    47.8262;  10.0174;  283.167;
13:56:48    47.8279;  10.0265;  283.177;
13:56:52    47.8263;  10.0176;  283.168;
13:56:55    47.8291;  10.0333;  283.183;
13:56:58    47.8281;  10.0277;  283.178;
13:57:02    47.8285;  10.03;  283.18;
13:57:05    47.8266;  10.0192;  283.169;
13:57:09    47.8272;  10.0228;  283.173;
13:57:12    47.8271;  10.0221;  283.172;
13:57:16    47.8262;  10.0175;  283.167;
13:57:19    47.8259;  10.0158;  283.166;
13:57:23    47.8273;  10.0235;  283.173;
13:57:26    47.8259;  10.0157;  283.166;
13:57:29    47.8272;  10.0229;  283.173;
13:57:33    47.8269;  10.0209;  283.171;
13:57:36    47.8273;  10.0234;  283.173;
13:57:40    47.8269;  10.0213;  283.171;
13:57:43    47.8278;  10.0263;  283.176;
13:57:46    47.8264;  10.0181;  283.168;
13:57:50    47.8258;  10.0152;  283.165;
13:57:53    47.8278;  10.0259;  283.176;
13:57:57    47.8263;  10.018;  283.168;
13:58:00    47.8266;  10.0193;  283.169;
13:58:04    47.8278;  10.0262;  283.176;
13:58:07    47.8278;  10.0263;  283.176;
13:58:10    47.8254;  10.0131;  283.163;
13:58:14    47.8263;  10.0177;  283.168;
