time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:02:18    44.1951;  -9.87045;  263.28;
15:02:21    44.1938;  -9.87712;  263.273;
15:02:25    44.1933;  -9.8798;  263.27;
15:02:28    44.1933;  -9.88018;  263.27;
15:02:32    44.1938;  -9.87702;  263.273;
15:02:35    44.1929;  -9.88231;  263.268;
15:02:38    44.1934;  -9.87947;  263.271;
15:02:42    44.1935;  -9.87903;  263.271;
15:02:45    44.1926;  -9.88394;  263.266;
15:02:49    44.1952;  -9.86965;  263.28;
15:02:52    44.1956;  -9.86737;  263.283;
15:02:55    44.194;  -9.87634;  263.274;
15:02:59    44.1953;  -9.86918;  263.281;
15:03:02    44.1942;  -9.87521;  263.275;
15:03:06    44.1933;  -9.88013;  263.27;
15:03:09    44.1961;  -9.86462;  263.285;
15:03:13    44.1948;  -9.87182;  263.278;
15:03:16    44.194;  -9.87627;  263.274;
15:03:19    44.1944;  -9.87406;  263.276;
15:03:23    44.1946;  -9.87314;  263.277;
15:03:26    44.1938;  -9.87735;  263.273;
15:03:30    44.1941;  -9.87587;  263.274;
15:03:33    44.1922;  -9.8862;  263.264;
15:03:36    44.1937;  -9.87762;  263.272;
15:03:40    44.1939;  -9.87676;  263.273;
15:03:43    44.1946;  -9.87277;  263.277;
15:03:47    44.1925;  -9.88453;  263.265;
15:03:50    44.1927;  -9.8833;  263.267;
15:03:53    44.1943;  -9.87442;  263.276;
15:03:57    44.1945;  -9.87358;  263.276;
15:04:00    44.1928;  -9.88297;  263.267;
15:04:04    44.1943;  -9.87441;  263.276;
15:04:07    44.1946;  -9.87285;  263.277;
15:04:11    44.1948;  -9.87203;  263.278;
15:04:14    44.1939;  -9.87698;  263.273;
15:04:17    44.1946;  -9.8727;  263.277;
15:04:21    44.1936;  -9.8783;  263.272;
15:04:24    44.1937;  -9.87761;  263.272;
15:04:28    44.1936;  -9.87842;  263.272;
15:04:31    44.1927;  -9.88328;  263.267;
15:04:35    44.1932;  -9.88064;  263.269;
15:04:38    44.1935;  -9.87897;  263.271;
15:04:42    44.1945;  -9.87344;  263.277;
15:04:45    44.1937;  -9.87773;  263.272;
15:04:48    44.1925;  -9.88423;  263.266;
15:04:52    44.193;  -9.88169;  263.268;
15:04:55    44.1925;  -9.88465;  263.265;
15:04:59    44.1933;  -9.88017;  263.27;
15:05:02    44.1937;  -9.878;  263.272;
15:05:05    44.194;  -9.876;  263.274;
15:05:09    44.193;  -9.88189;  263.268;
