time   Resistance(Ohm);  Temperature('C);  Temperature(K);
16:01:33    47.8171;  9.96736;  283.117;
16:01:37    47.8194;  9.98014;  283.13;
16:01:40    47.8187;  9.97581;  283.126;
16:01:44    47.8174;  9.96895;  283.119;
16:01:47    47.8178;  9.97118;  283.121;
16:01:50    47.8175;  9.96958;  283.12;
16:01:54    47.8178;  9.97133;  283.121;
16:01:57    47.8165;  9.96379;  283.114;
16:02:01    47.8189;  9.97694;  283.127;
16:02:04    47.8182;  9.9734;  283.123;
16:02:07    47.8171;  9.96752;  283.118;
16:02:11    47.8165;  9.96373;  283.114;
16:02:14    47.8181;  9.97252;  283.123;
16:02:18    47.8185;  9.97505;  283.125;
16:02:21    47.8159;  9.96076;  283.111;
16:02:24    47.8174;  9.96916;  283.119;
16:02:28    47.8153;  9.95737;  283.107;
16:02:31    47.8181;  9.97278;  283.123;
16:02:35    47.8178;  9.97115;  283.121;
16:02:38    47.8143;  9.95183;  283.102;
16:02:42    47.8172;  9.96783;  283.118;
16:02:45    47.817;  9.96659;  283.117;
16:02:49    47.8168;  9.96539;  283.115;
16:02:52    47.8163;  9.96264;  283.113;
16:02:55    47.8159;  9.9609;  283.111;
16:02:59    47.8174;  9.96892;  283.119;
16:03:02    47.8169;  9.96631;  283.116;
16:03:06    47.8172;  9.96803;  283.118;
16:03:09    47.8168;  9.96541;  283.115;
16:03:12    47.8175;  9.96932;  283.119;
16:03:16    47.8172;  9.96787;  283.118;
16:03:19    47.8164;  9.96372;  283.114;
16:03:23    47.8164;  9.96328;  283.113;
16:03:26    47.8158;  9.9601;  283.11;
16:03:29    47.8171;  9.96734;  283.117;
16:03:33    47.8142;  9.95134;  283.101;
16:03:36    47.8169;  9.96642;  283.116;
16:03:40    47.815;  9.95565;  283.106;
16:03:43    47.8153;  9.95733;  283.107;
16:03:46    47.8155;  9.95834;  283.108;
16:03:50    47.8163;  9.96293;  283.113;
16:03:53    47.8167;  9.96491;  283.115;
16:03:57    47.8165;  9.96423;  283.114;
16:04:00    47.8164;  9.96323;  283.113;
16:04:04    47.8167;  9.96523;  283.115;
16:04:07    47.8171;  9.96744;  283.117;
16:04:10    47.8181;  9.97305;  283.123;
16:04:14    47.818;  9.97211;  283.122;
