time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:57:10    51.5023;  30.2723;  303.422;
15:57:14    51.504;  30.2818;  303.432;
15:57:17    51.5025;  30.2732;  303.423;
15:57:20    51.5022;  30.2717;  303.422;
15:57:24    51.5014;  30.267;  303.417;
15:57:27    51.5031;  30.2765;  303.427;
15:57:31    51.502;  30.2704;  303.42;
15:57:34    51.5013;  30.2667;  303.417;
15:57:37    51.502;  30.2703;  303.42;
15:57:41    51.5024;  30.2726;  303.423;
15:57:44    51.5013;  30.2668;  303.417;
15:57:48    51.5017;  30.2691;  303.419;
15:57:51    51.4989;  30.2536;  303.404;
15:57:55    51.5025;  30.2732;  303.423;
15:57:58    51.5028;  30.2749;  303.425;
15:58:02    51.5007;  30.2634;  303.413;
15:58:05    51.5016;  30.2686;  303.419;
15:58:08    51.5032;  30.277;  303.427;
15:58:12    51.4981;  30.2492;  303.399;
15:58:15    51.5;  30.2598;  303.41;
15:58:19    51.5001;  30.2599;  303.41;
15:58:22    51.4989;  30.2536;  303.404;
15:58:25    51.4986;  30.2516;  303.402;
15:58:29    51.4997;  30.2577;  303.408;
15:58:32    51.4989;  30.2532;  303.403;
15:58:36    51.5008;  30.2639;  303.414;
15:58:39    51.5007;  30.2633;  303.413;
15:58:42    51.5009;  30.2645;  303.414;
15:58:46    51.4984;  30.2506;  303.401;
15:58:49    51.4979;  30.2479;  303.398;
15:58:53    51.4981;  30.2489;  303.399;
15:58:56    51.4985;  30.2515;  303.402;
15:59:00    51.5002;  30.2608;  303.411;
15:59:03    51.4999;  30.2588;  303.409;
15:59:06    51.4994;  30.2564;  303.406;
15:59:10    51.5007;  30.2634;  303.413;
15:59:13    51.497;  30.243;  303.393;
15:59:17    51.4986;  30.2519;  303.402;
15:59:20    51.4983;  30.2501;  303.4;
15:59:23    51.4981;  30.249;  303.399;
15:59:27    51.4994;  30.2563;  303.406;
15:59:30    51.5005;  30.2621;  303.412;
15:59:34    51.4986;  30.2517;  303.402;
15:59:37    51.5008;  30.2637;  303.414;
15:59:41    51.4985;  30.2514;  303.401;
