time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:19:46    47.8202;  9.98437;  283.134;
11:19:50    47.8198;  9.98225;  283.132;
11:19:53    47.82;  9.98311;  283.133;
11:19:56    47.8209;  9.98794;  283.138;
11:20:00    47.8185;  9.97487;  283.125;
11:20:03    47.8211;  9.98904;  283.139;
11:20:06    47.8209;  9.98807;  283.138;
11:20:10    47.8221;  9.99457;  283.145;
11:20:13    47.8186;  9.9754;  283.125;
11:20:17    47.8198;  9.98212;  283.132;
11:20:20    47.82;  9.9832;  283.133;
11:20:24    47.8152;  9.95695;  283.107;
11:20:27    47.8162;  9.96237;  283.112;
11:20:30    47.8146;  9.95371;  283.104;
11:20:34    47.8164;  9.96342;  283.113;
11:20:37    47.8158;  9.96025;  283.11;
11:20:41    47.8172;  9.96801;  283.118;
11:20:44    47.8173;  9.96851;  283.119;
11:20:48    47.8154;  9.95796;  283.108;
11:20:51    47.8164;  9.96369;  283.114;
11:20:54    47.8163;  9.96317;  283.113;
11:20:58    47.8197;  9.98161;  283.132;
11:21:01    47.8156;  9.95908;  283.109;
11:21:05    47.8166;  9.96454;  283.115;
11:21:08    47.8161;  9.96164;  283.112;
11:21:11    47.8163;  9.96299;  283.113;
11:21:15    47.8165;  9.9638;  283.114;
11:21:18    47.8177;  9.97038;  283.12;
11:21:22    47.8154;  9.95801;  283.108;
11:21:25    47.8161;  9.96175;  283.112;
11:21:29    47.8148;  9.95465;  283.105;
11:21:32    47.815;  9.95577;  283.106;
11:21:35    47.8148;  9.9548;  283.105;
11:21:39    47.8151;  9.95629;  283.106;
11:21:42    47.8165;  9.96398;  283.114;
11:21:46    47.8155;  9.95855;  283.109;
11:21:49    47.8154;  9.95792;  283.108;
11:21:53    47.817;  9.96668;  283.117;
11:21:56    47.817;  9.96685;  283.117;
11:21:59    47.8154;  9.95784;  283.108;
11:22:03    47.8175;  9.96942;  283.119;
11:22:06    47.8163;  9.96271;  283.113;
11:22:10    47.8162;  9.9624;  283.112;
11:22:13    47.8164;  9.96332;  283.113;
