time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:22:22    51.5006;  30.2628;  303.413;
15:22:25    51.5026;  30.2737;  303.424;
15:22:29    51.5019;  30.2702;  303.42;
15:22:32    51.5027;  30.2743;  303.424;
15:22:35    51.5017;  30.2689;  303.419;
15:22:39    51.5015;  30.268;  303.418;
15:22:42    51.5012;  30.2662;  303.416;
15:22:46    51.5019;  30.2701;  303.42;
15:22:49    51.5015;  30.2678;  303.418;
15:22:53    51.503;  30.2759;  303.426;
15:22:56    51.5012;  30.2659;  303.416;
15:22:59    51.5023;  30.2723;  303.422;
15:23:03    51.502;  30.2707;  303.421;
15:23:06    51.5024;  30.273;  303.423;
15:23:10    51.5007;  30.2635;  303.414;
15:23:13    51.5016;  30.2686;  303.419;
15:23:17    51.5029;  30.2754;  303.425;
15:23:20    51.5022;  30.2717;  303.422;
15:23:23    51.5012;  30.2659;  303.416;
15:23:27    51.5017;  30.269;  303.419;
15:23:30    51.4995;  30.2567;  303.407;
15:23:34    51.5002;  30.2608;  303.411;
15:23:37    51.5034;  30.2784;  303.428;
15:23:40    51.5019;  30.2701;  303.42;
15:23:44    51.5008;  30.2638;  303.414;
15:23:47    51.5028;  30.2753;  303.425;
15:23:51    51.5017;  30.2692;  303.419;
15:23:54    51.5009;  30.2645;  303.415;
15:23:57    51.5024;  30.2728;  303.423;
15:24:01    51.5012;  30.2663;  303.416;
15:24:04    51.5029;  30.2755;  303.425;
15:24:08    51.501;  30.2651;  303.415;
15:24:11    51.5029;  30.2755;  303.425;
15:24:14    51.5015;  30.2677;  303.418;
15:24:18    51.5028;  30.2752;  303.425;
15:24:21    51.501;  30.265;  303.415;
15:24:25    51.5017;  30.2688;  303.419;
15:24:28    51.5024;  30.2729;  303.423;
15:24:32    51.5;  30.2596;  303.41;
15:24:35    51.5018;  30.2695;  303.42;
15:24:38    51.5014;  30.2673;  303.417;
15:24:42    51.5004;  30.2616;  303.412;
15:24:45    51.5019;  30.27;  303.42;
