time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:10:19    47.8235;  10.0025;  283.153;
13:10:23    47.8251;  10.0113;  283.161;
13:10:26    47.8246;  10.0086;  283.159;
13:10:29    47.8257;  10.0148;  283.165;
13:10:33    47.825;  10.0108;  283.161;
13:10:36    47.8235;  10.0023;  283.152;
13:10:40    47.8237;  10.0034;  283.153;
13:10:43    47.824;  10.0054;  283.155;
13:10:47    47.825;  10.011;  283.161;
13:10:50    47.8239;  10.0047;  283.155;
13:10:53    47.8252;  10.012;  283.162;
13:10:57    47.8243;  10.0067;  283.157;
13:11:00    47.8241;  10.0059;  283.156;
13:11:04    47.8245;  10.0077;  283.158;
13:11:07    47.8256;  10.014;  283.164;
13:11:11    47.8245;  10.0078;  283.158;
13:11:14    47.8246;  10.0083;  283.158;
13:11:17    47.8248;  10.0096;  283.16;
13:11:21    47.8241;  10.0058;  283.156;
13:11:24    47.8252;  10.0117;  283.162;
13:11:28    47.8229;  9.99895;  283.149;
13:11:31    47.8225;  9.99708;  283.147;
13:11:34    47.824;  10.0049;  283.155;
13:11:38    47.8236;  10.003;  283.153;
13:11:41    47.8239;  10.0044;  283.154;
13:11:45    47.8249;  10.01;  283.16;
13:11:48    47.8222;  9.99536;  283.145;
13:11:52    47.8223;  9.9956;  283.146;
13:11:55    47.8245;  10.0077;  283.158;
13:11:58    47.8263;  10.0179;  283.168;
13:12:02    47.8235;  10.0025;  283.153;
13:12:05    47.8228;  9.99869;  283.149;
13:12:09    47.8239;  10.0045;  283.154;
13:12:12    47.8256;  10.0138;  283.164;
13:12:16    47.8225;  9.99684;  283.147;
13:12:19    47.8242;  10.0061;  283.156;
13:12:22    47.8247;  10.0092;  283.159;
13:12:26    47.8236;  10.003;  283.153;
13:12:29    47.8223;  9.99582;  283.146;
13:12:33    47.8251;  10.0111;  283.161;
13:12:36    47.8264;  10.0182;  283.168;
13:12:39    47.823;  9.99967;  283.15;
13:12:43    47.8226;  9.99764;  283.148;
13:12:46    47.8229;  9.99903;  283.149;
13:12:50    47.8237;  10.0034;  283.153;
13:12:53    47.8216;  9.99183;  283.142;
13:12:56    47.8243;  10.0071;  283.157;
13:13:00    47.8236;  10.0032;  283.153;
13:13:03    47.823;  9.9999;  283.15;
13:13:07    47.8239;  10.0048;  283.155;
13:13:10    47.8252;  10.0116;  283.162;
13:13:14    47.8228;  9.99888;  283.149;
13:13:17    47.8243;  10.0069;  283.157;
