time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:37:47    47.8219;  9.99358;  283.144;
12:37:50    47.8225;  9.99692;  283.147;
12:37:54    47.8214;  9.99085;  283.141;
12:37:57    47.8222;  9.99543;  283.145;
12:38:01    47.822;  9.99439;  283.144;
12:38:04    47.8242;  10.0064;  283.156;
12:38:07    47.8218;  9.99299;  283.143;
12:38:11    47.8238;  10.004;  283.154;
12:38:14    47.8212;  9.98998;  283.14;
12:38:18    47.8211;  9.9895;  283.14;
12:38:21    47.8231;  10.0005;  283.15;
12:38:24    47.8229;  9.99937;  283.149;
12:38:28    47.8207;  9.98707;  283.137;
12:38:31    47.8229;  9.99924;  283.149;
12:38:35    47.8232;  10.0006;  283.151;
12:38:38    47.8209;  9.98842;  283.138;
12:38:41    47.8208;  9.98779;  283.138;
12:38:45    47.8234;  10.0017;  283.152;
12:38:48    47.8212;  9.9896;  283.14;
12:38:52    47.8239;  10.0044;  283.154;
12:38:55    47.8233;  10.0012;  283.151;
12:38:59    47.8207;  9.98719;  283.137;
12:39:02    47.8223;  9.9957;  283.146;
12:39:05    47.8219;  9.99355;  283.144;
12:39:09    47.8207;  9.98724;  283.137;
12:39:12    47.8228;  9.99886;  283.149;
12:39:16    47.8228;  9.99888;  283.149;
12:39:19    47.8217;  9.99237;  283.142;
12:39:22    47.8215;  9.99151;  283.142;
12:39:26    47.8232;  10.001;  283.151;
12:39:29    47.8224;  9.99616;  283.146;
12:39:33    47.8233;  10.0014;  283.151;
12:39:36    47.8223;  9.99579;  283.146;
12:39:40    47.8234;  10.0022;  283.152;
12:39:43    47.8213;  9.99038;  283.14;
12:39:47    47.8228;  9.99839;  283.148;
12:39:50    47.8223;  9.99564;  283.146;
12:39:53    47.821;  9.98848;  283.138;
12:39:57    47.8225;  9.99688;  283.147;
12:40:00    47.8217;  9.99229;  283.142;
12:40:03    47.8213;  9.99026;  283.14;
12:40:07    47.8236;  10.0029;  283.153;
12:40:10    47.8223;  9.99566;  283.146;
12:40:14    47.8227;  9.99798;  283.148;
12:40:17    47.8221;  9.99461;  283.145;
12:40:21    47.8235;  10.0026;  283.153;
