time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:09:56    47.8205;  9.98616;  283.136;
12:09:59    47.8203;  9.98477;  283.135;
12:10:03    47.8196;  9.98104;  283.131;
12:10:06    47.8216;  9.9918;  283.142;
12:10:10    47.8207;  9.98721;  283.137;
12:10:13    47.8206;  9.98658;  283.137;
12:10:17    47.8197;  9.98151;  283.132;
12:10:20    47.8214;  9.99112;  283.141;
12:10:23    47.821;  9.98893;  283.139;
12:10:27    47.8202;  9.98437;  283.134;
12:10:30    47.8201;  9.98388;  283.134;
12:10:34    47.8204;  9.98539;  283.135;
12:10:37    47.8213;  9.99047;  283.14;
12:10:40    47.8192;  9.97883;  283.129;
12:10:44    47.8192;  9.97866;  283.129;
12:10:47    47.8197;  9.98144;  283.131;
12:10:51    47.8183;  9.97403;  283.124;
12:10:54    47.8197;  9.98154;  283.132;
12:10:58    47.8215;  9.99146;  283.141;
12:11:01    47.8199;  9.98261;  283.133;
12:11:04    47.82;  9.98322;  283.133;
12:11:08    47.8202;  9.98446;  283.134;
12:11:11    47.8194;  9.97999;  283.13;
12:11:15    47.8206;  9.98663;  283.137;
12:11:18    47.822;  9.99404;  283.144;
12:11:21    47.8196;  9.98085;  283.131;
12:11:25    47.8191;  9.97848;  283.128;
12:11:28    47.8199;  9.98265;  283.133;
12:11:32    47.8203;  9.98477;  283.135;
12:11:35    47.819;  9.97779;  283.128;
12:11:39    47.8186;  9.97538;  283.125;
12:11:42    47.8192;  9.9788;  283.129;
12:11:45    47.8202;  9.98411;  283.134;
12:11:49    47.8206;  9.98675;  283.137;
12:11:52    47.8197;  9.98147;  283.131;
12:11:56    47.819;  9.97764;  283.128;
12:11:59    47.8207;  9.98711;  283.137;
12:12:02    47.8209;  9.98804;  283.138;
12:12:06    47.8202;  9.98447;  283.134;
12:12:09    47.8202;  9.98443;  283.134;
12:12:13    47.8196;  9.98116;  283.131;
12:12:16    47.8186;  9.97579;  283.126;
12:12:20    47.8206;  9.98655;  283.137;
12:12:23    47.8172;  9.96779;  283.118;
12:12:26    47.8192;  9.97886;  283.129;
12:12:30    47.8197;  9.98141;  283.131;
