time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:57:05    44.1828;  -9.93759;  263.212;
15:57:08    44.1818;  -9.9426;  263.207;
15:57:12    44.1829;  -9.93686;  263.213;
15:57:15    44.1808;  -9.94806;  263.202;
15:57:19    44.1817;  -9.94311;  263.207;
15:57:22    44.1813;  -9.94549;  263.205;
15:57:25    44.1809;  -9.94754;  263.202;
15:57:29    44.1814;  -9.94525;  263.205;
15:57:32    44.181;  -9.94698;  263.203;
15:57:35    44.1831;  -9.93571;  263.214;
15:57:39    44.1809;  -9.94752;  263.202;
15:57:42    44.1833;  -9.93462;  263.215;
15:57:46    44.181;  -9.94715;  263.203;
15:57:49    44.1826;  -9.93821;  263.212;
15:57:53    44.1824;  -9.93952;  263.21;
15:57:56    44.1803;  -9.95074;  263.199;
15:57:59    44.1815;  -9.9443;  263.206;
15:58:03    44.183;  -9.93606;  263.214;
15:58:06    44.1828;  -9.93734;  263.213;
15:58:10    44.181;  -9.94701;  263.203;
15:58:13    44.1812;  -9.94623;  263.204;
15:58:16    44.1825;  -9.93921;  263.211;
15:58:20    44.1803;  -9.95099;  263.199;
15:58:23    44.182;  -9.94165;  263.208;
15:58:27    44.1834;  -9.93386;  263.216;
15:58:30    44.1829;  -9.93702;  263.213;
15:58:34    44.1808;  -9.94829;  263.202;
15:58:37    44.182;  -9.94191;  263.208;
15:58:40    44.1812;  -9.94622;  263.204;
15:58:44    44.1819;  -9.9421;  263.208;
15:58:47    44.1803;  -9.95092;  263.199;
15:58:51    44.1808;  -9.948;  263.202;
15:58:54    44.1822;  -9.94083;  263.209;
15:58:58    44.1804;  -9.95066;  263.199;
15:59:01    44.1826;  -9.93819;  263.212;
15:59:04    44.1799;  -9.9532;  263.197;
15:59:08    44.18;  -9.95264;  263.197;
15:59:11    44.1823;  -9.94026;  263.21;
15:59:15    44.1809;  -9.94762;  263.202;
15:59:18    44.1797;  -9.95439;  263.196;
15:59:21    44.18;  -9.95274;  263.197;
15:59:25    44.181;  -9.94706;  263.203;
15:59:28    44.181;  -9.94703;  263.203;
15:59:32    44.1807;  -9.94897;  263.201;
15:59:35    44.1813;  -9.94573;  263.204;
15:59:38    44.1805;  -9.94967;  263.2;
15:59:42    44.1786;  -9.9605;  263.19;
15:59:45    44.1809;  -9.94799;  263.202;
15:59:49    44.1806;  -9.94936;  263.201;
15:59:52    44.1805;  -9.94986;  263.2;
15:59:56    44.181;  -9.94738;  263.203;
