time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:44:28    51.5124;  30.3279;  303.478;
12:44:31    51.5133;  30.3331;  303.483;
12:44:35    51.5118;  30.3249;  303.475;
12:44:38    51.5123;  30.3274;  303.477;
12:44:42    51.5129;  30.3309;  303.481;
12:44:45    51.5101;  30.3154;  303.465;
12:44:49    51.5121;  30.3261;  303.476;
12:44:52    51.5083;  30.3056;  303.456;
12:44:55    51.5104;  30.3167;  303.467;
12:44:59    51.509;  30.3091;  303.459;
12:45:02    51.5114;  30.3227;  303.473;
12:45:06    51.5082;  30.3048;  303.455;
12:45:09    51.5084;  30.3059;  303.456;
12:45:12    51.5089;  30.3089;  303.459;
12:45:16    51.5089;  30.3085;  303.458;
12:45:19    51.5089;  30.309;  303.459;
12:45:23    51.509;  30.3092;  303.459;
12:45:26    51.5096;  30.3126;  303.463;
12:45:30    51.5078;  30.3024;  303.452;
12:45:33    51.5122;  30.3269;  303.477;
12:45:37    51.5066;  30.2961;  303.446;
12:45:40    51.508;  30.3036;  303.454;
12:45:43    51.5098;  30.3135;  303.463;
12:45:47    51.5102;  30.3158;  303.466;
12:45:50    51.5079;  30.3032;  303.453;
12:45:54    51.5081;  30.3043;  303.454;
12:45:57    51.5094;  30.3114;  303.461;
12:46:00    51.5077;  30.3021;  303.452;
12:46:04    51.5089;  30.3088;  303.459;
12:46:07    51.5069;  30.2978;  303.448;
12:46:11    51.5083;  30.3053;  303.455;
12:46:14    51.509;  30.3093;  303.459;
12:46:17    51.5089;  30.3089;  303.459;
12:46:21    51.5082;  30.3046;  303.455;
12:46:24    51.5077;  30.3021;  303.452;
12:46:28    51.5089;  30.3086;  303.459;
12:46:31    51.5068;  30.2974;  303.447;
12:46:35    51.5078;  30.3026;  303.453;
12:46:38    51.5073;  30.2996;  303.45;
12:46:41    51.5071;  30.2986;  303.449;
12:46:45    51.5077;  30.3019;  303.452;
12:46:48    51.5083;  30.3053;  303.455;
12:46:52    51.5094;  30.3116;  303.462;
12:46:55    51.509;  30.3093;  303.459;
12:46:59    51.5075;  30.3007;  303.451;
12:47:02    51.5085;  30.3062;  303.456;
12:47:05    51.5067;  30.2968;  303.447;
