time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:42:38    51.5169;  30.3527;  303.503;
15:42:42    51.5167;  30.3521;  303.502;
15:42:45    51.5155;  30.3451;  303.495;
15:42:49    51.5159;  30.3473;  303.497;
15:42:52    51.5174;  30.3555;  303.505;
15:42:55    51.5149;  30.3421;  303.492;
15:42:59    51.5162;  30.3489;  303.499;
15:43:02    51.5158;  30.347;  303.497;
15:43:06    51.5167;  30.352;  303.502;
15:43:09    51.5142;  30.3378;  303.488;
15:43:13    51.5146;  30.3403;  303.49;
15:43:16    51.5157;  30.3463;  303.496;
15:43:20    51.5167;  30.3517;  303.502;
15:43:23    51.5153;  30.3443;  303.494;
15:43:26    51.5161;  30.3487;  303.499;
15:43:30    51.5166;  30.3513;  303.501;
15:43:33    51.5159;  30.3472;  303.497;
15:43:37    51.5163;  30.3499;  303.5;
15:43:40    51.5175;  30.356;  303.506;
15:43:44    51.5148;  30.3412;  303.491;
15:43:47    51.5161;  30.3483;  303.498;
15:43:50    51.5153;  30.3443;  303.494;
15:43:54    51.5153;  30.3443;  303.494;
15:43:57    51.5155;  30.3452;  303.495;
15:44:01    51.516;  30.348;  303.498;
15:44:04    51.5137;  30.3351;  303.485;
15:44:08    51.5166;  30.3511;  303.501;
15:44:11    51.5151;  30.3432;  303.493;
15:44:14    51.5154;  30.3447;  303.495;
15:44:18    51.5149;  30.3418;  303.492;
15:44:21    51.5166;  30.3514;  303.501;
15:44:25    51.5137;  30.335;  303.485;
15:44:28    51.5158;  30.347;  303.497;
15:44:32    51.5154;  30.3448;  303.495;
15:44:35    51.5135;  30.3342;  303.484;
15:44:38    51.5138;  30.3359;  303.486;
15:44:42    51.5142;  30.3382;  303.488;
15:44:45    51.5139;  30.3363;  303.486;
15:44:49    51.5162;  30.3488;  303.499;
15:44:52    51.5152;  30.3434;  303.493;
15:44:55    51.5156;  30.3457;  303.496;
15:44:59    51.5158;  30.3469;  303.497;
15:45:02    51.5144;  30.3392;  303.489;
15:45:06    51.5151;  30.3431;  303.493;
15:45:09    51.515;  30.3422;  303.492;
15:45:12    51.5151;  30.3431;  303.493;
15:45:16    51.5163;  30.3495;  303.499;
15:45:19    51.5151;  30.3429;  303.493;
15:45:23    51.5156;  30.3459;  303.496;
